Error(cP),Viscosity(cP),molar ratio of DES (mol/mol),mole fraction of water (mol/mol),temperature (K),DOI
NG,17.41,0,0.661056094,303.15,10.1021/ie50273a022
NG,23.35,0,0.684824432,293.15,10.1021/ie50273a022
NG,20.53,0,0.684824432,295.65,10.1021/ie50273a022
NG,18.21,0,0.684824432,298.15,10.1021/ie50273a022
NG,16.23,0,0.684824432,300.65,10.1021/ie50273a022
NG,14.53,0,0.684824432,303.15,10.1021/ie50273a022
NG,17.89,0,0.716450409,293.15,10.1021/ie50273a022
NG,15.86,0,0.716450409,295.65,10.1021/ie50273a022
NG,14.12,0,0.716450409,298.15,10.1021/ie50273a022
NG,12.68,0,0.716450409,300.65,10.1021/ie50273a022
NG,11.4,0,0.716450409,303.15,10.1021/ie50273a022
NG,15.13,0,0.736579837,293.15,10.1021/ie50273a022
NG,13.46,0,0.736579837,295.65,10.1021/ie50273a022
NG,12.05,0,0.736579837,298.15,10.1021/ie50273a022
NG,10.84,0,0.736579837,300.65,10.1021/ie50273a022
NG,9.8,0,0.736579837,303.15,10.1021/ie50273a022
NG,14.99,0,0.737934786,293.15,10.1021/ie50273a022
NG,13.35,0,0.737934786,295.65,10.1021/ie50273a022
NG,11.96,0,0.737934786,298.15,10.1021/ie50273a022
NG,10.79,0,0.737934786,300.65,10.1021/ie50273a022
NG,9.75,0,0.737934786,303.15,10.1021/ie50273a022
NG,11.642,0,0.75427963,295.65,10.1021/ie50273a022
NG,10.473,0,0.75427963,298.15,10.1021/ie50273a022
NG,9.438,0,0.75427963,300.65,10.1021/ie50273a022
NG,8.548,0,0.75427963,303.15,10.1021/ie50273a022
NG,12.061,0,0.762367744,293.15,10.1021/ie50273a022
NG,10.793,0,0.762367744,295.65,10.1021/ie50273a022
NG,9.731,0,0.762367744,298.15,10.1021/ie50273a022
NG,8.792,0,0.762367744,300.65,10.1021/ie50273a022
NG,7.986,0,0.762367744,303.15,10.1021/ie50273a022
NG,10.787,0,0.775172337,293.15,10.1021/ie50273a022
NG,9.679,0,0.775172337,295.65,10.1021/ie50273a022
NG,8.756,0,0.775172337,298.15,10.1021/ie50273a022
NG,7.918,0,0.775172337,300.65,10.1021/ie50273a022
NG,7.222,0,0.775172337,303.15,10.1021/ie50273a022
NG,10.07,0,0.782307979,293.15,10.1021/ie50273a022
NG,9.074,0,0.782307979,295.65,10.1021/ie50273a022
NG,8.184,0,0.782307979,298.15,10.1021/ie50273a022
NG,7.43,0,0.782307979,300.65,10.1021/ie50273a022
NG,6.77,0,0.782307979,303.15,10.1021/ie50273a022
NG,9.092,0,0.793416858,293.15,10.1021/ie50273a022
NG,8.209,0,0.793416858,295.65,10.1021/ie50273a022
NG,7.447,0,0.793416858,298.15,10.1021/ie50273a022
NG,6.778,0,0.793416858,300.65,10.1021/ie50273a022
NG,6.187,0,0.793416858,303.15,10.1021/ie50273a022
NG,8.282,0,0.803427549,293.15,10.1021/ie50273a022
NG,7.494,0,0.803427549,295.65,10.1021/ie50273a022
NG,6.804,0,0.803427549,298.15,10.1021/ie50273a022
NG,6.203,0,0.803427549,300.65,10.1021/ie50273a022
NG,5.679,0,0.803427549,303.15,10.1021/ie50273a022
NG,7.6,0,0.812757091,293.15,10.1021/ie50273a022
NG,6.266,0,0.812757091,298.15,10.1021/ie50273a022
NG,5.236,0,0.812757091,303.15,10.1021/ie50273a022
NG,6.516,0,0.829088645,293.15,10.1021/ie50273a022
NG,5.409,0,0.829088645,298.15,10.1021/ie50273a022
NG,4.552,0,0.829088645,303.15,10.1021/ie50273a022
NG,5.518,0,0.846111877,293.15,10.1021/ie50273a022
NG,4.611,0,0.846111877,298.15,10.1021/ie50273a022
NG,3.909,0,0.846111877,303.15,10.1021/ie50273a022
NG,4.668,0,0.863180135,293.15,10.1021/ie50273a022
NG,3.927,0,0.863180135,298.15,10.1021/ie50273a022
NG,3.347,0,0.863180135,303.15,10.1021/ie50273a022
NG,4.029,0,0.877783973,293.15,10.1021/ie50273a022
NG,3.407,0,0.877783973,298.15,10.1021/ie50273a022
NG,2.919,0,0.877783973,303.15,10.1021/ie50273a022
NG,3.595,0,0.888832053,293.15,10.1021/ie50273a022
NG,3.054,0,0.888832053,298.15,10.1021/ie50273a022
NG,2.625,0,0.888832053,303.15,10.1021/ie50273a022
NG,3.207,0,0.899817092,293.15,10.1021/ie50273a022
NG,2.741,0,0.899817092,298.15,10.1021/ie50273a022
NG,2.364,0,0.899817092,303.15,10.1021/ie50273a022
NG,2.822,0,0.911783514,293.15,10.1021/ie50273a022
NG,2.42,0,0.911783514,298.15,10.1021/ie50273a022
NG,2.098,0,0.911783514,303.15,10.1021/ie50273a022
NG,2.545,0,0.921204543,293.15,10.1021/ie50273a022
NG,2.191,0,0.921204543,298.15,10.1021/ie50273a022
NG,1.907,0,0.921204543,303.15,10.1021/ie50273a022
NG,2.323,0,0.929422268,293.15,10.1021/ie50273a022
NG,2.007,0,0.929422268,298.15,10.1021/ie50273a022
NG,1.751,0,0.929422268,303.15,10.1021/ie50273a022
NG,1.995,0,0.943208769,293.15,10.1021/ie50273a022
NG,1.731,0,0.943208769,298.15,10.1021/ie50273a022
NG,1.52,0,0.943208769,303.15,10.1021/ie50273a022
NG,1.756,0,0.954241778,293.15,10.1021/ie50273a022
NG,1.53,0,0.954241778,298.15,10.1021/ie50273a022
NG,1.351,0,0.954241778,303.15,10.1021/ie50273a022
NG,1.634,0,0.960453717,293.15,10.1021/ie50273a022
NG,1.428,0,0.960453717,298.15,10.1021/ie50273a022
NG,1.259,0,0.960453717,303.15,10.1021/ie50273a022
NG,1.478,0,0.968838933,293.15,10.1021/ie50273a022
NG,1.295,0,0.968838933,298.15,10.1021/ie50273a022
NG,1.147,0,0.968838933,303.15,10.1021/ie50273a022
NG,1.331,0,0.977396189,293.15,10.1021/ie50273a022
NG,1.172,0,0.977396189,298.15,10.1021/ie50273a022
NG,1.04,0,0.977396189,303.15,10.1021/ie50273a022
NG,1.216,0,0.984818981,293.15,10.1021/ie50273a022
NG,1.073,0,0.984818981,298.15,10.1021/ie50273a022
NG,0.956,0,0.984818981,303.15,10.1021/ie50273a022
NG,1.109,0,0.99223421,293.15,10.1021/ie50273a022
NG,0.981,0,0.99223421,298.15,10.1021/ie50273a022
NG,0.877,0,0.99223421,303.15,10.1021/ie50273a022
